symbol,Keywords
RAIL,FreightCar transportation manufacturing Cherokee intermodal Illinois Danville Manufacturing rebuilds non-intermodal aluminum-bodied manufacturer 
ASNA,fashion Columbia District e-commerce clothing Company accessories feminine specialty retailer dressbarn Catherines segment dressbarn segment apparel segment wear-to-work 
SYNC,technology development ability consumers entertainment addition monetizing actionable management Through Advertising Internet multiplatform short-form 
DIN,category restaurant operations Financing selection Neighborhood December DineEquity restaurant industry International franchise Applebee Columbia Franchise operations restaurants 
COLM,wholesale distribution independent geographic lifestyle e-commerce December countries manufacture equipment footwear direct-to-consumer Hardwear Columbia Sportswear merchandise 
FLT,customer employee spending FleetCor Kingdom government December commercial workforce card-accepting maintenance management corporate transportation 
ETR,customers business transmission Corporation generating Mississippi Commodities nuclear-fueled production ownership December aggregate distribution Louisiana integrated 
CALM,Farmhouse wholesome marketing vegetarian specialty packaging southeast production cage-free distribution non-specialty Cal-Maine Egg-Land 
BCEI,development independent oil-rich Colorado addition oil-producing liquids-weighted extension McKamie liquids-weighted production exploration Dorcheat Macedonia Arkansas Wattenberg liquids-rich Niobrara acquisition 
CXO,development independent natural recovery December equivalent Delaware Southeast exploration Southern Delaware operating multiple acquisition 
BRKR,chromatography instruments non-superconducting explosive biological Corporation radiological microscopy diagnostic preparation Chemicals nanomechanical Diagnostics analytical spectrometry instruments Technologies scientific instruments 
BA,development Commercial Airplanes commercial research equipment aircraft production operating aerospace commercial aircraft modification portfolio Security Military Aircraft 
SAFM,preparation business marketing processing chickens Sanderson production boneless distribution Processing Division Production Division 
AIMC,miter/bevel Industrial transmission Electromagnetic Clutches disengage equipment specialty high-speed compressor Clutches industrial application movement mechanical industrial horizontal suitable electromagnetic 
DE,available management providing financial construction equipment equipment construction wholesale financing agriculture 
APAM,Management multiple capitalization separate institutional-like decision-making long-term investment non-United investment management 
TYPE,development e-commerce platforms typeface marketing consistent engagement equipment manufacturer independent software original equipment Professional expression 
ILMN,array-based solutions diagnosis consolidated preimplantation analysis sequencing- complexity reproductive-health solutions screening interest noninvasive portfolio 
HIW,development customers Partnership build-to-suit construction Pittsburgh Nashville construction management properties Richmond management acquisition modification renovation investment Greensboro 
MWA,condition assessment Echologics transmission dry-barrel component detection infrastructure measurement distribution wet-barrel Technologies manufacturer 
TZR.V,completion additional evaluation Sandstone Development business Project production Development Project McMullen Maverick LaSalle 
CGNX,manufacture information physical personal Corporation automobile integration discrete products provider identification distribution manufacturing technology software 
AEP,outstanding Transmission wholesale Oklahoma generation Generation Tennessee electricity transmission Distribution subsidiaries Louisiana distribution 
SPN,development Completion completion Technical industry hydraulic equipment engineering production exploration maintenance mechanical manufacturing Production intervention 
